timestamp,power_consumption_mw,hour,day,day_of_week,month,day_of_year,is_weekend,lag_1,lag_24,lag_168,rolling_24,rolling_168
2025-01-08 20:00:00,628.2833805097586,20,8,2,1,8,0,687.7888128281347,672.3426757876028,677.6898635674875,597.4421944782047,563.8829897026149
2025-01-08 21:00:00,552.2863403896605,21,8,2,1,8,0,628.2833805097586,599.2820932752456,576.1085343776235,595.6063905082946,563.5889034939379
2025-01-08 22:00:00,518.7214110905198,22,8,2,1,8,0,552.2863403896605,549.2408379870838,523.1679108923734,593.6482341380619,563.4471047202001
2025-01-08 23:00:00,504.70142122681864,23,8,2,1,8,0,518.7214110905198,529.5163250301067,439.2681675963753,592.376591350705,563.4206374594747
2025-01-09 00:00:00,449.58821543108024,0,9,3,1,9,0,504.70142122681864,436.9090655291822,422.23419908178806,591.342637025568,563.8101211120369
2025-01-09 01:00:00,409.8331472681558,1,9,3,1,9,0,449.58821543108024,420.94110922844715,435.3575768457947,591.8709349381471,563.9729426379256
2025-01-09 02:00:00,449.427277686974,2,9,3,1,9,0,409.8331472681558,421.6677904014852,407.9308104722294,591.4081031898016,563.8210115094872
2025-01-09 03:00:00,467.34696625229265,3,9,3,1,9,0,449.427277686974,436.1266712363646,458.714377584806,592.5647484933637,564.0680142905273
2025-01-09 04:00:00,458.8213261071241,4,9,3,1,9,0,467.34696625229265,477.79811587822866,457.5096901312748,593.8655941190274,564.1193987468814
2025-01-09 05:00:00,520.6169429450379,5,9,3,1,9,0,458.8213261071241,524.1105112682445,501.08936691866023,593.0748945452312,564.1272061038806
2025-01-09 06:00:00,564.8973905374164,6,9,3,1,9,0,520.6169429450379,569.1673391609457,540.0074026376241,592.929329198431,564.2434416754661
2025-01-09 07:00:00,582.8271958160572,7,9,3,1,9,0,564.8973905374164,630.8889310891523,649.3163032416387,592.7514146724507,564.3915963653459
2025-01-09 08:00:00,655.6290398924451,8,9,3,1,9,0,582.8271958160572,645.8172997821146,637.9548206323822,590.748842369405,563.995827868765
2025-01-09 09:00:00,675.4277928019376,9,9,3,1,9,0,655.6290398924451,696.5544281730936,626.5733017859268,591.1576648740021,564.1010315548368
2025-01-09 10:00:00,687.1565602922589,10,9,3,1,9,0,675.4277928019376,652.2717549833569,672.2517973825492,590.2773884002039,564.3918320965988
2025-01-09 11:00:00,679.9706401054602,11,9,3,1,9,0,687.1565602922589,720.437714570757,614.7123929224047,591.7309219547416,564.4805509234423
2025-01-09 12:00:00,614.8962759960468,12,9,3,1,9,0,679.9706401054602,663.7875904905281,646.1674954371855,590.0447938520209,564.8689928709605
2025-01-09 13:00:00,624.9695045055881,13,9,3,1,9,0,614.8962759960468,625.794088194488,591.0312727735643,588.0076557480842,564.6828546600013
2025-01-09 14:00:00,663.4715512722671,14,9,3,1,9,0,624.9695045055881,622.6312537419517,608.9989137366824,587.9732980943799,564.8848679441205
2025-01-09 15:00:00,670.7082835864018,15,9,3,1,9,0,663.4715512722671,668.733341796105,654.3930610774171,589.6749771581431,565.2091098342132
2025-01-09 16:00:00,685.4007736941277,16,9,3,1,9,0,670.7082835864018,665.7459085047591,682.5941414034543,589.7572663994055,565.3062242539096
2025-01-09 17:00:00,787.671116842005,17,9,3,1,9,0,685.4007736941277,708.0107385293682,687.2449319724788,590.5762191156291,565.322930398497
2025-01-09 18:00:00,716.6816955617286,18,9,3,1,9,0,787.671116842005,713.0482700101669,691.1261211017859,593.8954015453223,565.9207053084347
2025-01-09 19:00:00,719.1907800476426,19,9,3,1,9,0,716.6816955617286,687.7888128281347,674.8819420204879,594.0467942766373,566.0728218230771
2025-01-09 20:00:00,674.4953709473699,20,9,3,1,9,0,719.1907800476426,628.2833805097586,605.2901724679467,595.3552095774502,566.3365649065721
2025-01-09 21:00:00,607.6344056880232,21,9,3,1,9,0,674.4953709473699,552.2863403896605,564.9614145626031,597.2807091790174,566.7485006118068
2025-01-09 22:00:00,523.1946571747579,22,9,3,1,9,0,607.6344056880232,518.7214110905198,511.16831438386436,599.5868785664492,567.0025065113629
2025-01-09 23:00:00,503.45778527963466,23,9,3,1,9,0,523.1946571747579,504.70142122681864,502.5195057898684,599.773263819959,567.0740918851182
2025-01-10 00:00:00,426.1041441105896,0,10,4,1,10,0,503.45778527963466,449.58821543108024,445.6380883261648,599.7214456554931,567.079676882081
2025-01-10 01:00:00,436.24505421365905,1,10,4,1,10,0,426.1041441105896,409.8331472681558,389.71237211101527,598.742942683806,566.9634034046073
2025-01-10 02:00:00,434.1525684911706,2,10,4,1,10,0,436.24505421365905,449.427277686974,446.0116130346924,599.8434388065352,567.2403836552182
2025-01-10 03:00:00,460.94978788993353,3,10,4,1,10,0,434.1525684911706,467.34696625229265,440.8987340077919,599.2069925900435,567.1697941043641
2025-01-10 04:00:00,539.973128825194,4,10,4,1,10,0,460.94978788993353,458.8213261071241,456.8064712636316,598.9404434916117,567.2891456155672
2025-01-10 05:00:00,471.28108812780965,5,10,4,1,10,0,539.973128825194,520.6169429450379,524.8774817765494,602.3217686048647,567.78418524391
2025-01-10 06:00:00,581.787579981833,6,10,4,1,10,0,471.28108812780965,564.8973905374164,582.0289198977932,600.2661079874802,567.4651590912388
2025-01-10 07:00:00,572.2724591282852,7,10,4,1,10,0,581.787579981833,582.8271958160572,627.4952154988558,600.9698658809976,567.4637225441201
2025-01-10 08:00:00,636.0749618852059,8,10,4,1,10,0,572.2724591282852,655.6290398924451,618.5156770623001,600.5300851856738,567.1350156609618
2025-01-10 09:00:00,689.8208472131196,9,10,4,1,10,0,636.0749618852059,675.4277928019376,646.4896295055794,599.7153319353721,567.2395352134793
2025-01-10 10:00:00,662.8761823364672,10,10,4,1,10,0,689.8208472131196,687.1565602922589,661.173624257094,600.315042535838,567.497459128405
2025-01-10 11:00:00,627.8708720025587,11,10,4,1,10,0,662.8761823364672,679.9706401054602,670.8259762417747,599.3033601210134,567.507593402687
2025-01-10 12:00:00,632.6443201096786,12,10,4,1,10,0,627.8708720025587,614.8962759960468,630.1704135079699,597.1325364500592,567.2519082584059
2025-01-10 13:00:00,666.5939768730368,13,10,4,1,10,0,632.6443201096786,624.9695045055881,636.5854153459989,597.8720382881271,567.2666338929399
2025-01-10 14:00:00,633.5254064453259,14,10,4,1,10,0,666.5939768730368,663.4715512722671,615.749054501028,599.6063913034375,567.4452562829819
2025-01-10 15:00:00,664.4640021993496,15,10,4,1,10,0,633.5254064453259,670.7082835864018,620.7702284707078,598.3586352689816,567.5510679016978
2025-01-10 16:00:00,674.8527801802755,16,10,4,1,10,0,664.4640021993496,685.4007736941277,685.6494863554595,598.0984568778545,567.8111498881779
2025-01-10 17:00:00,676.2517235316952,17,10,4,1,10,0,674.8527801802755,787.671116842005,718.0705895490356,597.6589571481106,567.7468837799922
2025-01-10 18:00:00,757.1969376737363,18,10,4,1,10,0,676.2517235316952,716.6816955617286,693.4209390140192,593.0164824268477,567.4979619584605
2025-01-10 19:00:00,707.8385172472816,19,10,4,1,10,0,757.1969376737363,719.1907800476426,708.7017207495563,594.704617514848,567.8775809981016
2025-01-10 20:00:00,601.2056648398034,20,10,4,1,10,0,707.8385172472816,674.4953709473699,652.4979867453587,594.231606564833,567.8724428820167
2025-01-10 21:00:00,597.1998849208176,21,10,4,1,10,0,601.2056648398034,607.6344056880232,568.0333897993781,591.177868810351,567.5671314421027
2025-01-10 22:00:00,515.7206293177605,22,10,4,1,10,0,597.1998849208176,523.1946571747579,532.923037687605,590.7430971117175,567.7407415321112
2025-01-10 23:00:00,506.9832907834123,23,10,4,1,10,0,515.7206293177605,503.45778527963466,515.7462281880803,590.4316792843425,567.6383462441955
2025-01-11 00:00:00,346.79710560953504,0,11,5,1,11,1,506.9832907834123,426.1041441105896,357.35477327973905,590.578575347,567.586185902501
2025-01-11 01:00:00,360.4824579418105,1,11,5,1,11,1,346.79710560953504,436.24505421365905,394.1072605609684,587.2741154094559,567.5233426425593
2025-01-11 02:00:00,380.09668875773326,2,11,5,1,11,1,360.4824579418105,434.1525684911706,293.6186793681136,584.1173405647957,567.3231950079214
2025-01-11 03:00:00,401.73216385585215,3,11,5,1,11,1,380.09668875773326,460.94978788993353,392.276146798115,581.8650122425692,567.8379450638121
2025-01-11 04:00:00,373.28460407828544,4,11,5,1,11,1,401.73216385585215,539.973128825194,397.1084911477694,579.3976112411491,567.8942308796319
2025-01-11 05:00:00,430.7855366429033,5,11,5,1,11,1,373.28460407828544,471.28108812780965,423.31318396441566,572.4522560433612,567.7524220280278
2025-01-11 06:00:00,473.9427920397699,6,11,5,1,11,1,430.7855366429033,581.787579981833,479.75074441931673,570.7649413981568,567.7969003177807
2025-01-11 07:00:00,517.4424746900074,7,11,5,1,11,1,473.9427920397699,572.2724591282852,475.72678282646314,566.2714085672375,567.7623291726644
2025-01-11 08:00:00,613.1949641332928,8,11,5,1,11,1,517.4424746900074,636.0749618852059,555.2071111174629,563.9868258823093,568.0106368623283
2025-01-11 09:00:00,593.906974659283,9,11,5,1,11,1,613.1949641332928,689.8208472131196,584.3505463601881,563.0334926426461,568.3558026540892
2025-01-11 10:00:00,550.9324325970282,10,11,5,1,11,1,593.906974659283,662.8761823364672,611.0421827610775,559.0370812862363,568.4126861558696
2025-01-11 11:00:00,598.9463897234845,11,11,5,1,11,1,550.9324325970282,627.8708720025587,554.6833857774092,554.3727583804264,568.0548900239407
2025-01-11 12:00:00,624.7661673628173,12,11,5,1,11,1,598.9463897234845,632.6443201096786,543.1402225523071,553.1675716187982,568.3183602855245
2025-01-11 13:00:00,596.6010142597723,13,11,5,1,11,1,624.7661673628173,666.5939768730368,549.8857568435155,552.8393152543457,568.8042290046347
2025-01-11 14:00:00,534.9856726857276,14,11,5,1,11,1,596.6010142597723,633.5254064453259,587.4952749642651,549.9229418121264,569.0822960130647
2025-01-11 15:00:00,568.1320352344676,15,11,5,1,11,1,534.9856726857276,664.4640021993496,580.0969649847513,545.8171195721432,568.769738856645
2025-01-11 16:00:00,626.5716125086694,16,11,5,1,11,1,568.1320352344676,674.8527801802755,573.2951288719632,541.803287615273,568.6985190367028
2025-01-11 17:00:00,596.0353451776948,17,11,5,1,11,1,626.5716125086694,676.2517235316952,618.1990678331335,539.7915722956228,569.0156409631118
2025-01-11 18:00:00,635.8791707405826,18,11,5,1,11,1,596.0353451776948,757.1969376737363,618.8509239577631,536.4492231975395,568.8837140425437
2025-01-11 19:00:00,632.5417426213885,19,11,5,1,11,1,635.8791707405826,707.8385172472816,629.0323162361126,531.3943162419913,568.9850726543461
2025-01-11 20:00:00,549.8463173131152,20,11,5,1,11,1,632.5417426213885,601.2056648398034,547.1085519427687,528.2569506325791,569.0059620971157
2025-01-11 21:00:00,512.2357427463606,21,11,5,1,11,1,549.8463173131152,597.1998849208176,497.17262317009676,526.1169778189671,569.0222583195582
2025-01-11 22:00:00,372.4189570315672,22,11,5,1,11,1,512.2357427463606,515.7206293177605,435.2882368921254,522.5768052283648,569.1119197456073
2025-01-11 23:00:00,381.2481159764731,23,11,5,1,11,1,372.4189570315672,506.9832907834123,361.91023349366276,516.6059022164401,568.7376978416754
2025-01-12 00:00:00,361.47736558729974,0,12,6,1,12,1,381.2481159764731,346.79710560953504,366.85479721956114,511.36693659948423,568.8528042850255
2025-01-12 01:00:00,333.33773473113797,1,12,6,1,12,1,361.47736558729974,360.4824579418105,362.7189170055744,511.9786140985578,568.8207957634049
2025-01-12 02:00:00,409.463734683289,2,12,6,1,12,1,333.33773473113797,380.09668875773326,360.4415094218776,510.84758396477974,568.6459077736761
2025-01-12 03:00:00,345.5161948543595,3,12,6,1,12,1,409.463734683289,401.73216385585215,367.06527188981465,512.0712108783446,568.9377067335655
2025-01-12 04:00:00,393.4723473890315,4,12,6,1,12,1,345.5161948543595,373.28460407828544,360.7494119260137,509.7288788366157,568.8094384178783
2025-01-12 05:00:00,443.5980272728556,5,12,6,1,12,1,393.4723473890315,430.7855366429033,421.47360069238727,510.5700348078968,569.0042177956343
2025-01-12 06:00:00,523.029702347223,6,12,6,1,12,1,443.5980272728556,473.9427920397699,470.0902281282188,511.10388858414484,569.1359108109942
2025-01-12 07:00:00,499.0605970266405,7,12,6,1,12,1,523.029702347223,517.4424746900074,506.5604399964039,513.149176513622,569.4510267289645
2025-01-12 08:00:00,599.3191472319157,8,12,6,1,12,1,499.0605970266405,613.1949641332928,557.8681315572094,512.3832649443151,569.4063848065255
2025-01-12 09:00:00,585.2197037125251,9,12,6,1,12,1,599.3191472319157,593.906974659283,586.7253695282168,511.80510590675766,569.6531170426845
2025-01-12 10:00:00,559.0982604809818,10,12,6,1,12,1,585.2197037125251,550.9324325970282,622.4508452082617,511.4431362839761,569.6441547461624
2025-01-12 11:00:00,588.7338732054732,11,12,6,1,12,1,559.0982604809818,598.9463897234845,573.2059525905053,511.78337911247417,569.2670560275477
2025-01-12 12:00:00,577.8702001286146,12,12,6,1,12,1,588.7338732054732,624.7661673628173,570.9926884281648,511.35785759089043,569.3594841264463
2025-01-12 13:00:00,556.9654061188,13,12,6,1,12,1,577.8702001286146,596.6010142597723,561.7699010744336,509.40385895613196,569.4004216960918
2025-01-12 14:00:00,575.8964192611048,14,12,6,1,12,1,556.9654061188,534.9856726857276,517.8423076746961,507.7523752835914,569.3718235118321
2025-01-12 15:00:00,571.7864924363562,15,12,6,1,12,1,575.8964192611048,568.1320352344676,572.4167063924876,509.4569897242321,569.7173836998464
2025-01-12 16:00:00,598.9182127120614,16,12,6,1,12,1,571.7864924363562,626.5716125086694,589.2462552501238,509.6092587743108,569.7136324262981
2025-01-12 17:00:00,631.4617939829668,17,12,6,1,12,1,598.9182127120614,596.0353451776948,668.1498008528907,508.45703378278546,569.7712036016668
2025-01-12 18:00:00,665.615550742337,18,12,6,1,12,1,631.4617939829668,635.8791707405826,612.816327139993,509.9331358163385,569.5528226083933
2025-01-12 19:00:00,583.4119491167602,19,12,6,1,12,1,665.615550742337,632.5417426213885,613.5562410665896,511.1721516497449,569.8671037012645
2025-01-12 20:00:00,627.5268587707502,20,12,6,1,12,1,583.4119491167602,549.8463173131152,564.9934510825303,509.1250769203854,569.6876733920393
2025-01-12 21:00:00,466.1031269616194,21,12,6,1,12,1,627.5268587707502,512.2357427463606,477.34859193001154,512.3617661477869,570.0598960568501
2025-01-12 22:00:00,450.83745845918065,22,12,6,1,12,1,466.1031269616194,372.4189570315672,474.8628771187637,510.4395738234227,569.9929587653717
2025-01-12 23:00:00,422.747182473721,23,12,6,1,12,1,450.83745845918065,381.2481159764731,418.49779904959394,513.7070113829066,569.8499503209694
2025-01-13 00:00:00,455.99355698499284,0,13,0,1,13,0,422.747182473721,361.47736558729974,460.42717187872205,515.4361391536252,569.8752442699225
2025-01-13 01:00:00,430.14201720423256,1,13,0,1,13,0,455.99355698499284,333.33773473113797,414.6574317409078,519.3743137951957,569.8488537050789
2025-01-13 02:00:00,444.6275867455544,2,13,0,1,13,0,430.14201720423256,409.463734683289,476.58311368891765,523.407825564908,569.9410238566462
2025-01-13 03:00:00,450.12189685639277,3,13,0,1,13,0,444.6275867455544,345.5161948543595,419.08325656408545,524.8729860675024,569.7508123867452
2025-01-13 04:00:00,470.916531552339,4,13,0,1,13,0,450.12189685639277,393.4723473890315,492.0046907319799,529.2315569842538,569.9355661980089
2025-01-13 05:00:00,542.7467561857171,5,13,0,1,13,0,470.916531552339,443.5980272728556,567.9507073164698,532.4583979910583,569.8100414409873
2025-01-13 06:00:00,577.1004481891846,6,13,0,1,13,0,542.7467561857171,523.029702347223,535.09426582282,536.5895950290941,569.6600179223519
2025-01-13 07:00:00,598.8116018440984,7,13,0,1,13,0,577.1004481891846,499.0605970266405,593.6595113965743,538.8425427725092,569.9100547221517
2025-01-13 08:00:00,673.9072412333612,8,13,0,1,13,0,598.8116018440984,599.3191472319157,645.5911413857499,542.9988346399033,569.9407219271965
2025-01-13 09:00:00,673.8235561284389,9,13,0,1,13,0,673.9072412333612,585.2197037125251,645.2367896646475,546.1066718899636,570.1092701405751
2025-01-13 10:00:00,685.1347206476429,10,13,0,1,13,0,673.8235561284389,559.0982604809818,617.7291948110444,549.79849907396,570.2794294647643
2025-01-13 11:00:00,674.0991983164699,11,13,0,1,13,0,685.1347206476429,588.7338732054732,651.7551645495591,555.0500182475708,570.6806528328393
2025-01-13 12:00:00,633.3460233857143,12,13,0,1,13,0,674.0991983164699,577.8702001286146,619.1959187266423,558.6069067938623,570.8136530338328
2025-01-13 13:00:00,639.1434929623339,13,13,0,1,13,0,633.3460233857143,556.9654061188,656.6704426441665,560.9183994295748,570.8978798472797
2025-01-13 14:00:00,674.0108981839242,14,13,0,1,13,0,639.1434929623339,575.8964192611048,624.0255651110264,564.3424863813888,570.7935527658402
2025-01-13 15:00:00,677.8557799132251,15,13,0,1,13,0,674.0108981839242,571.7864924363562,693.0274963138557,568.4305896698396,571.0910845103217
2025-01-13 16:00:00,676.7349301511647,16,13,0,1,13,0,677.8557799132251,598.9182127120614,649.3587506028914,572.8501433147092,571.0007766746037
2025-01-13 17:00:00,699.0189026221485,17,13,0,1,13,0,676.7349301511647,631.4617939829668,679.7167930453159,576.0925065413384,571.1637301242959
2025-01-13 18:00:00,739.083943652902,18,13,0,1,13,0,699.0189026221485,665.615550742337,719.162864603462,578.9073860679711,571.2786236336817
2025-01-13 19:00:00,680.7452427860239,19,13,0,1,13,0,739.083943652902,583.4119491167602,656.4455325070996,581.9685691059112,571.3972014851665
2025-01-13 20:00:00,669.0556498530827,20,13,0,1,13,0,680.7452427860239,627.5268587707502,652.7473265999639,586.0241230087972,571.5418426177791
2025-01-13 21:00:00,591.0276965583228,21,13,0,1,13,0,669.0556498530827,466.1031269616194,620.4436946372597,587.7544893038944,571.6389159704763
2025-01-13 22:00:00,530.367246673878,22,13,0,1,13,0,591.0276965583228,450.83745845918065,487.30480880155665,592.9596797037569,571.463820743816
2025-01-13 23:00:00,516.6858645307746,23,13,0,1,13,0,530.367246673878,422.747182473721,485.5149026054313,596.2734208793694,571.7201447787702
2025-01-14 00:00:00,470.7767567264427,0,14,1,1,14,0,516.6858645307746,455.99355698499284,448.34588738049075,600.1875326317466,571.9056862188021
2025-01-14 01:00:00,467.2198338098883,1,14,1,1,14,0,470.7767567264427,430.14201720423256,458.1351342268433,600.8034992876404,572.0392032982422
2025-01-14 02:00:00,483.6402008934695,2,14,1,1,14,0,467.2198338098883,444.6275867455544,411.7869324651974,602.348408312876,572.0932788909985
2025-01-14 03:00:00,464.14460397380753,3,14,1,1,14,0,483.6402008934695,450.12189685639277,422.3155621284198,603.9739339023726,572.5209769173572
2025-01-14 04:00:00,503.87206246844335,4,14,1,1,14,0,464.14460397380753,470.916531552339,491.5792468490299,604.5582133655981,572.769959309294
2025-01-14 05:00:00,514.9226225554801,5,14,1,1,14,0,503.87206246844335,542.7467561857171,521.8113778236843,605.9313604871024,572.8431308308382
2025-01-14 06:00:00,577.4518075623943,6,14,1,1,14,0,514.9226225554801,577.1004481891846,567.3174395313683,604.7720215858426,572.8021263351941
2025-01-14 07:00:00,614.0533530765474,7,14,1,1,14,0,577.4518075623943,598.8116018440984,617.6756041957021,604.7866615597263,572.8624499544263
2025-01-14 08:00:00,655.0147311824727,8,14,1,1,14,0,614.0533530765474,673.9072412333612,627.2966835407307,605.4217345277451,572.84088893586
2025-01-14 09:00:00,682.1925814525714,9,14,1,1,14,0,655.0147311824727,673.8235561284389,664.8274677682118,604.634546608958,573.0058773146799
2025-01-14 10:00:00,645.5302383059569,10,14,1,1,14,0,682.1925814525714,685.1347206476429,665.0200367417989,604.9832559974635,573.1092410866106
2025-01-14 11:00:00,711.8407468706409,11,14,1,1,14,0,645.5302383059569,674.0991983164699,633.3797490503835,603.3330692332266,572.9932303816354
2025-01-14 12:00:00,630.0930518313984,12,14,1,1,14,0,711.8407468706409,633.3460233857143,693.595318670048,604.9056337563171,573.4602601305654
2025-01-14 13:00:00,623.9658913576897,13,14,1,1,14,0,630.0930518313984,639.1434929623339,657.8738992227159,604.7700932748872,573.082270447002
2025-01-14 14:00:00,685.4539176034691,14,14,1,1,14,0,623.9658913576897,674.0108981839242,618.4260278584394,604.1376932080271,572.880437066853
2025-01-14 15:00:00,683.5606783365866,15,14,1,1,14,0,685.4539176034691,677.8557799132251,671.8904207258972,604.6144856838414,573.2794126010497
2025-01-14 16:00:00,694.0330531366972,16,14,1,1,14,0,683.5606783365866,676.7349301511647,645.7704854772484,604.8521897848149,573.3488784201609
2025-01-14 17:00:00,712.9669434811608,17,14,1,1,14,0,694.0330531366972,699.0189026221485,708.6428903656532,605.572944909212,573.6361556086101
2025-01-14 18:00:00,708.0087396471433,18,14,1,1,14,0,712.9669434811608,739.083943652902,728.9872679660396,606.1541132783376,573.6618940200118
2025-01-14 19:00:00,674.2757559298987,19,14,1,1,14,0,708.0087396471433,680.7452427860239,667.8975267807899,604.8593131114309,573.5370218276375
2025-01-14 20:00:00,658.4459169887998,20,14,1,1,14,0,674.2757559298987,669.0556498530827,672.3426757876028,604.5897511590924,573.5749874773346
2025-01-14 21:00:00,580.3260577914922,21,14,1,1,14,0,658.4459169887998,591.0276965583228,599.2820932752456,604.1476789564139,573.4922686749607
2025-01-14 22:00:00,561.3598578001271,22,14,1,1,14,0,580.3260577914922,530.367246673878,549.2408379870838,603.7017773411293,573.3794351304147
2025-01-14 23:00:00,486.71259640366634,23,14,1,1,14,0,561.3598578001271,516.6858645307746,529.5163250301067,604.9931361380563,573.4515721531113
2025-01-15 00:00:00,430.67155511964575,0,15,2,1,15,0,486.71259640366634,470.7767567264427,436.9090655291822,603.7442499660934,573.1967880541445
2025-01-15 01:00:00,440.0150839062641,1,15,2,1,15,0,430.67155511964575,467.2198338098883,420.94110922844715,602.0731998991437,573.1596600159924
2025-01-15 02:00:00,462.49415410921847,2,15,2,1,15,0,440.0150839062641,483.6402008934695,421.6677904014852,600.9396686531594,573.2731955795508
2025-01-15 03:00:00,450.6940311506058,3,15,2,1,15,0,462.49415410921847,464.14460397380753,436.1266712363646,600.0585833704821,573.5162096492397
2025-01-15 04:00:00,467.4353653346251,4,15,2,1,15,0,450.6940311506058,503.87206246844335,477.79811587822866,599.4981428361821,573.6029201249197
2025-01-15 05:00:00,529.9391087953308,5,15,2,1,15,0,467.4353653346251,514.9226225554801,524.1105112682445,597.979947122273,573.5412370859698
2025-01-15 06:00:00,576.6394500656179,6,15,2,1,15,0,529.9391087953308,577.4518075623943,569.1673391609457,598.6056340489334,573.575931118869
2025-01-15 07:00:00,605.800987089178,7,15,2,1,15,0,576.6394500656179,614.0533530765474,630.8889310891523,598.571785819901,573.620407969492
2025-01-15 08:00:00,641.9815114549134,8,15,2,1,15,0,605.800987089178,655.0147311824727,645.8172997821146,598.227937237094,573.4710749694923
2025-01-15 09:00:00,674.2825412883061,9,15,2,1,15,0,641.9815114549134,682.1925814525714,696.5544281730936,597.6848864151124,573.4482428961161
2025-01-15 10:00:00,630.9512838870772,10,15,2,1,15,0,674.2825412883061,645.5302383059569,652.2717549833569,597.355301408268,573.3156721408494
2025-01-15 11:00:00,625.5121076568072,11,15,2,1,15,0,630.9512838870772,711.8407468706409,720.437714570757,596.747844974148,573.1887645748002
2025-01-15 12:00:00,638.4500178752967,12,15,2,1,15,0,625.5121076568072,630.0930518313984,663.7875904905281,593.1508183402383,572.6237312003124
2025-01-15 13:00:00,650.1520649223035,13,15,2,1,15,0,638.4500178752967,623.9658913576897,625.794088194488,593.499025258734,572.4729123156978
2025-01-15 14:00:00,665.4414719436342,14,15,2,1,15,0,650.1520649223035,685.4539176034691,622.6312537419517,594.5901158239263,572.617900272411
2025-01-15 15:00:00,701.8206534489688,15,15,2,1,15,0,665.4414719436342,683.5606783365866,668.733341796105,593.7562639214332,572.872722999802
2025-01-15 16:00:00,701.0391853281604,16,15,2,1,15,0,701.8206534489688,694.0330531366972,665.7459085047591,594.5170962177824,573.06967128345
2025-01-15 17:00:00,694.4274795381847,17,15,2,1,15,0,701.0391853281604,712.9669434811608,708.0107385293682,594.8090183924268,573.2797503121608
2025-01-15 18:00:00,709.0071408084657,18,15,2,1,15,0,694.4274795381847,708.0087396471433,713.0482700101669,594.036540728136,573.1988975800704
2025-01-15 19:00:00,672.8115181388159,19,15,2,1,15,0,709.0071408084657,674.2757559298987,687.7888128281347,594.0781407765245,573.174843239584
2025-01-15 20:00:00,657.2556116718636,20,15,2,1,15,0,672.8115181388159,658.4459169887998,628.2833805097586,594.0171308685627,573.0856926759571
2025-01-15 21:00:00,591.2062716440082,21,15,2,1,15,0,657.2556116718636,580.3260577914922,552.2863403896605,593.9675348136903,573.2581464328744
2025-01-15 22:00:00,546.2174655108522,22,15,2,1,15,0,591.2062716440082,561.3598578001271,518.7214110905198,594.4208770575452,573.4898126903407
